region,model,MEC,AE,lifetime,inv_lifetime,precip,AOD
west_russia,GFDL-AM4-met2010_AP3-CTRL,10419.033993680201,0.8443661922540324,41.11166634658787,0.024323995811057576,1.4457690022833918,0.20433039862550081
west_russia,GISS-ModelE2p1p1-MATRIX_AP3-CTRL-2010,17272.863666453606,1.1899848923342295,20.826170105807876,0.04801650975284823,1.4520295367500433,0.25949052185459975
west_russia,GISS-ModelE2p1p1-OMA_AP3-CTRL-2010,22724.366892795017,0.29940918111807185,8.714218171809295,0.11475498780085906,1.5212511154031536,0.2968320314412225
west_russia,INCA_AP3-CTRL,3174.7200008031086,0.3428819315283369,49.5763656521188,0.020170901736062653,1.2021863927169254,0.16734199999370025
west_russia,MIROC-SPRINTARS_AP3-CTRL,3893.4661808387245,0.8135489825115176,48.65736044681342,0.020551875211009114,1.4571240251528517,0.23407797914383863
west_russia,NorESM2-met2010_AP3-CTRL,3535.3785331375043,1.0362416711590732,63.89784190006101,0.01564998081725582,1.358841641405955,0.1792828164588171
west_russia,TM5-met2010_AP3-CTRL2019,4819.938496641149,1.2487579784141958,60.83285281665468,0.016438486010411504,1.5357253177685197,0.2033327213205141
west_russia,TM5_AP3-CTRL2016,5044.870246669394,1.421443950345282,13.897905477207825,0.07195328833110658,1.5357253177685197,0.21659164243701523
boreal_na_west,CAM5-ATRAS_AP3-CTRL,3298.0590876330407,2.0290258505310597,6.559887430783321,0.15244164027988347,2.3148570294505273,0.041340810276208284
boreal_na_west,CAM5.3-Oslo_AP3-CTRL2016-PD,7420.798654886665,0.6746630867805347,9.49133700927348,0.10535923432314681,2.222374815469219,0.11641684775915592
boreal_na_west,CAM5_CTRL2016,9287.225582624615,,93.3807457291048,0.010708845728229402,2.084795741981407,0.08248323191106191
boreal_na_west,EC-Earth3-AerChem-met2010_AP3-CTRL2019,5802.974359746902,1.4251755681145744,62.6825771297039,0.01595339639483524,2.4415086523646456,0.15099143650440328
boreal_na_west,ECHAM6.3-HAM2.3-met2010_AP3-CTRL,3178.986185164835,1.9232035438514705,9.701710437045284,0.10307460797650402,3.0484369374568967,0.05533197087470254
boreal_na_west,ECHAM6.3-SALSA2.0-met2010_AP3-CTRL,4809.409321157496,1.8428530686672793,8.49810677332616,0.11767326849067111,1.2426488290328084,0.0961121685265841
boreal_na_west,GFDL-AM4-met2010_AP3-CTRL,9700.174123588673,1.0309104336592796,74.46539883415005,0.013429055852197988,2.885297310486908,0.1776261034393823
boreal_na_west,GISS-ModelE2p1p1-MATRIX_AP3-CTRL-2010,12473.88901968824,1.68558964645531,60.78180602229512,0.016452291655058657,1.4855830484114385,0.24934608623889562
boreal_na_west,GISS-ModelE2p1p1-OMA_AP3-CTRL-2010,11128.601973667794,0.6369782735469087,9.76901234626194,0.10236449341602527,1.5473279077747466,0.2071090361149605
boreal_na_west,INCA_AP3-CTRL,5519.703953622655,0.5065757379542634,68.9051425770243,0.01451270489546073,2.666105509817603,0.11881702622422995
boreal_na_west,MIROC-SPRINTARS_AP3-CTRL,10772.373342191442,0.7417493582296872,14.47232053185883,0.06909741929766115,2.234599974296419,0.3488707835516965
boreal_na_west,NorESM2-met2010_AP3-CTRL,5307.647596378938,1.535624595769012,71.91693214860801,0.013904931288415025,2.5226301097145627,0.16334279738283247
boreal_na_west,TM5-met2010_AP3-CTRL2019,5152.814802081269,1.5090170097664573,65.94155595101434,0.015164943950410646,2.713895708038614,0.1534561152813007
boreal_na_west,TM5_AP3-CTRL2016,5280.9104040532275,1.5674048395506162,8.722481135661983,0.11464627832916557,2.713895708038614,0.21519386310791863
